0.005,214.8
0.01,155.5
0.015,155.3
0.02,155.4
0.025,154.1
0.03,154.0
0.035,153.5
0.04,152.3
0.045,152.8
0.05,152.5
0.055,153.9
0.06,152.1
0.065,153.8
0.07,152.2
0.075,153.1
0.08,154.3
0.085,151.6
0.09,155.7
0.095,155.7
0.1,152.4
0.105,153.2
0.11,153.8
0.115,153.5
0.12,152.9
0.125,152.3
0.13,151.1
0.135,154.2
0.14,151.5
0.145,150.5
0.15,150.5
0.155,151.0
0.16,150.2
0.165,150.4
0.17,150.0
0.175,148.9
0.18,152.3
0.185,148.7
0.19,150.1
0.195,150.8
0.2,150.7
0.205,150.7
0.21,150.2
0.215,149.5
0.22,150.2
0.225,150.2
0.23,150.5
0.235,150.3
0.24,150.5
0.245,149.8
0.25,150.8
0.255,150.9
0.26,150.4
0.265,150.3
0.27,150.1
0.275,150.3
0.28,150.3
0.285,147.5
0.29,146.2
0.295,146.9
0.3,146.0
0.305,146.2
0.31,146.7
0.315,146.3
0.32,146.6
0.325,146.1
0.33,147.5
0.335,145.7
0.34,145.8
0.345,146.4
0.35,145.5
0.355,146.3
0.36,146.6
0.365,146.0
0.37,147.6
0.375,146.5
0.38,145.7
0.385,146.5
0.39,148.7
0.395,145.8
0.4,146.2
0.405,145.7
0.41,145.5
0.415,146.0
0.42,145.3
0.425,147.0
0.43,145.7
0.435,145.5
0.44,146.9
0.445,146.6
0.45,146.4
0.455,149.6
0.46,151.0
0.465,148.0
0.47,146.1
0.475,145.6
0.48,146.1
0.485,145.6
0.49,145.6
0.495,145.6
0.5,145.7
0.505,146.9
0.51,148.2
0.515,147.2
0.52,145.8
0.525,146.0
0.53,145.6
0.535,146.5
0.54,146.1
0.545,145.4
0.55,145.6
0.555,146.1
0.56,145.2
0.565,146.0
0.57,146.2
0.575,145.7
0.58,145.8
0.585,145.7
0.59,145.7
0.595,145.4
0.6,145.4
0.605,145.6
0.61,145.6
0.615,145.6
0.62,145.9
0.625,145.9
0.63,145.9
0.635,145.7
0.64,145.8
0.645,145.6
0.65,145.6
0.655,145.4
0.66,145.9
0.665,145.7
0.67,146.0
0.675,145.6
0.68,146.0
0.685,145.6
0.69,145.3
0.695,145.4
0.7,145.6
0.705,147.3
0.71,145.9
0.715,145.4
0.72,145.3
0.725,145.5
0.73,145.9
0.735,146.0
0.74,145.0
0.745,146.9
0.75,146.8
0.755,210.1
0.76,210.6
0.765,210.3
0.77,210.6
0.775,210.2
0.78,210.8
0.785,209.8
0.79,210.0
0.795,210.7
0.8,210.5
0.805,210.4
0.81,209.9
0.815,210.6
0.82,209.1
0.825,211.2
0.83,210.6
0.835,209.8
0.84,210.2
0.845,210.7
